title,vote_average,adult,genres,spoken_languages
Elysium,6.499,False,"Science Fiction, Action, Drama, Thriller",English
Corpse Bride,7.527,False,"Romance, Fantasy, Animation",English
Mission: Impossible - Rogue Nation,7.19,False,"Action, Adventure","German, English, Swedish"
The Equalizer,7.247,False,"Thriller, Action, Crime",English
The King's Speech,7.74,False,"Drama, History",English
Ghostbusters,7.467,False,"Comedy, Fantasy",English
The Hangover Part III,6.211,False,Comedy,English
Mission: Impossible,6.968,False,"Adventure, Action, Thriller","English, French, Czech"
To All the Boys I've Loved Before,7.642,False,"Comedy, Romance",English
Hotel Transylvania,7.0,False,"Animation, Comedy, Family, Fantasy",English
San Andreas,6.229,False,"Action, Drama, Thriller",English
War for the Planet of the Apes,7.16,False,"Drama, Science Fiction, War",English
It Chapter Two,6.854,False,"Horror, Fantasy",English
Annihilation,6.398,False,"Science Fiction, Horror",English
Minority Report,7.3,False,"Action, Thriller, Science Fiction, Mystery","English, Swedish"
Dallas Buyers Club,7.932,False,"Drama, History","English, Japanese"
Doctor Strange in the Multiverse of Madness,7.355,False,"Fantasy, Action, Adventure","Cantonese, English, Spanish"
Transformers: Revenge of the Fallen,6.2,False,"Science Fiction, Action, Adventure","Spanish, English"
Jumanji: The Next Level,6.931,False,"Adventure, Comedy, Fantasy",English
Mean Girls,7.186,False,Comedy,"Swahili, English, German, Vietnamese"
Solo: A Star Wars Story,6.563,False,"Science Fiction, Adventure, Action",English
The Purge,6.25,False,"Science Fiction, Horror, Thriller",English
Terminator Genisys,5.924,False,"Science Fiction, Action, Thriller, Adventure",English
Lady Bird,7.271,False,"Drama, Comedy",English
Sicario,7.39,False,"Action, Crime, Thriller","Spanish, English"
Wonder Woman 1984,6.478,False,"Action, Adventure, Fantasy",English
Alien: Covenant,6.1,False,"Science Fiction, Horror, Mystery","English, German"
Glass,6.677,False,"Thriller, Drama, Science Fiction","English, Spanish"
Oldboy,8.274,False,"Drama, Thriller, Mystery, Action",Korean
After,7.137,False,"Romance, Drama",English
About Time,7.905,False,"Drama, Romance, Fantasy",English
Ocean's Eight,6.985,False,"Crime, Comedy, Action","English, German"
"Crazy, Stupid, Love.",7.3,False,"Comedy, Drama, Romance",English
The Conjuring 2,7.293,False,"Horror, Thriller",English
Spotlight,7.814,False,"Drama, History",English
Shaun of the Dead,7.54,False,"Horror, Comedy",English
"The Good, the Bad and the Ugly",8.473,False,Western,Italian
Argo,7.275,False,"Drama, Thriller","Arabic, English, German, Persian"
The Lost World: Jurassic Park,6.527,False,"Adventure, Action, Science Fiction",English
Transformers: Dark of the Moon,6.183,False,"Action, Science Fiction, Adventure",English
War of the Worlds,6.496,False,"Adventure, Thriller, Science Fiction",English
Top Gun,7.0,False,"Romance, Drama, Action",English
Source Code,7.297,False,"Thriller, Science Fiction, Mystery",English
The Suicide Squad,7.557,False,"Action, Comedy, Adventure","English, French, Spanish"
Ice Age: Dawn of the Dinosaurs,6.737,False,"Animation, Comedy, Family, Adventure",English
Twelve Monkeys,7.6,False,"Science Fiction, Thriller, Mystery","English, French"
The Jungle Book,6.86,False,"Family, Adventure, Drama, Fantasy",English
The Secret Life of Pets,6.266,False,"Adventure, Comedy, Animation, Family",English
Free Guy,7.55,False,"Comedy, Adventure, Science Fiction","Japanese, English"
12 Angry Men,8.54,False,Drama,English
Indiana Jones and the Kingdom of the Crystal Skull,5.998,False,"Adventure, Action","English, German, Russian"
Luca,7.865,False,"Animation, Comedy, Fantasy, Adventure, Family","English, Italian"
Ghost in the Shell,6.066,False,"Science Fiction, Drama, Action","Japanese, English"
Fast Five,7.251,False,"Action, Thriller, Crime","English, Spanish, Portuguese, Italian"
Transformers: Age of Extinction,5.92,False,"Science Fiction, Action, Adventure",English
Real Steel,6.981,False,"Action, Science Fiction, Drama",English
Bad Boys for Life,7.139,False,"Thriller, Action, Crime","English, Spanish"
Top Gun: Maverick,8.26,False,"Action, Drama",English
Baywatch,6.092,False,"Comedy, Action, Crime",English
Sin City,7.4,False,"Thriller, Action, Crime",English
The Help,8.202,False,Drama,English
Mission: Impossible - Fallout,7.414,False,"Action, Adventure","English, French"
Fifty Shades Freed,6.705,False,"Drama, Romance",English
Snow White and the Huntsman,5.982,False,"Adventure, Fantasy, Drama",English
Eternals,6.927,False,"Science Fiction, Action, Adventure","Arabic, English, Hindi, Latin, Spanish"
Apocalypse Now,8.282,False,"Drama, War","Khmer, English, French, Vietnamese"
The Breakfast Club,7.751,False,"Comedy, Drama",English
22 Jump Street,6.842,False,"Crime, Comedy, Action",English
Sing,7.114,False,"Animation, Comedy, Family, Music",English
Chappie,6.776,False,"Crime, Action, Science Fiction",English
The Day After Tomorrow,6.509,False,"Action, Adventure, Science Fiction, Thriller","English, Japanese, French, Arabic, Spanish"
The Simpsons Movie,6.999,False,"Animation, Comedy, Family",English
Wonder,8.155,False,"Drama, Family",English
Pride & Prejudice,8.083,False,"Drama, Romance",English
Friends with Benefits,6.648,False,"Romance, Comedy",English
10 Things I Hate About You,7.58,False,"Comedy, Romance, Drama","English, French"
Fantastic Four: Rise of the Silver Surfer,5.592,False,"Adventure, Fantasy, Action, Thriller","English, Japanese, Arabic, Mandarin"
10 Cloverfield Lane,6.981,False,"Thriller, Science Fiction, Drama, Horror",English
Pretty Woman,7.5,False,"Comedy, Romance",English
Assassin's Creed,5.419,False,"Action, Adventure, Science Fiction","English, Spanish, Portuguese"
Focus,6.875,False,"Romance, Comedy, Crime",English
Armageddon,6.829,False,"Action, Thriller, Science Fiction, Adventure","English, Russian"
Quantum of Solace,6.314,False,"Adventure, Action, Thriller, Crime","English, Spanish, Italian, French, German"
The Little Mermaid,7.355,False,"Animation, Family, Fantasy","English, French"
Tomb Raider,6.353,False,"Action, Adventure, Fantasy",English
King Kong,6.869,False,"Adventure, Drama, Action",English
The Cabin in the Woods,6.608,False,"Horror, Fantasy","English, Japanese"
Fargo,7.867,False,"Crime, Drama, Thriller",English
Predator,7.506,False,"Science Fiction, Action, Adventure, Thriller","English, Spanish"
Fifty Shades Darker,6.492,False,"Drama, Romance",English
Groundhog Day,7.606,False,"Romance, Fantasy, Drama, Comedy","English, French, Italian"
The Exorcist,7.72,False,Horror,"German, French, Latin, Arabic, Greek, English"
The Terminal,7.33,False,"Comedy, Drama","Bulgarian, English, French, Russian, Spanish"
The Lego Movie,7.418,False,"Animation, Family, Adventure, Comedy, Fantasy",English
The Nice Guys,7.108,False,"Comedy, Crime, Action",English
Princess Mononoke,8.338,False,"Adventure, Fantasy, Animation",Japanese
Don't Look Up,7.135,False,"Science Fiction, Comedy, Drama",English
The Expendables,6.227,False,"Thriller, Adventure, Action","English, Spanish"
Nocturnal Animals,7.442,False,"Drama, Thriller",English
Scott Pilgrim vs. the World,7.469,False,"Action, Comedy, Romance",English
Batman,7.2,False,"Fantasy, Action, Crime","English, French"
Maze Runner: The Death Cure,7.1,False,"Science Fiction, Action, Adventure, Thriller",English
Rocky,7.8,False,"Drama, Romance",English
The Bourne Ultimatum,7.421,False,"Action, Drama, Mystery, Thriller","English, French, Arabic, Russian, Spanish"
American Pie,6.567,False,"Comedy, Romance",English
My Neighbor Totoro,8.073,False,"Fantasy, Animation, Family",Japanese
Cars 2,6.08,False,"Animation, Family, Adventure, Comedy","English, French, German, Italian, Japanese"
The Secret Life of Walter Mitty,7.172,False,"Adventure, Comedy, Drama, Fantasy","English, Icelandic, Spanish"
Pixels,5.716,False,"Action, Comedy, Science Fiction",English
Ice Age: Continental Drift,6.36,False,"Animation, Comedy, Adventure, Family",English
BlacKkKlansman,7.521,False,"Comedy, Crime, Drama",English
The Meg,6.256,False,"Action, Science Fiction, Horror","Mandarin, English, Japanese, Thai"
127 Hours,7.068,False,"Adventure, Drama, Thriller",English
Ralph Breaks the Internet,7.2,False,"Family, Animation, Comedy, Adventure",English
Blood Diamond,7.53,False,"Drama, Thriller, Action","Afrikaans, English"
Valerian and the City of a Thousand Planets,6.625,False,"Adventure, Science Fiction, Action","French, English"
The Bourne Supremacy,7.315,False,"Action, Drama, Thriller","English, Russian, German, Italian"
Ford v Ferrari,8.01,False,"Drama, Action, History","French, Japanese, Italian, English"
Percy Jackson & the Olympians: The Lightning Thief,6.21,False,"Adventure, Fantasy, Family",English
Coraline,7.854,False,"Animation, Family, Fantasy",English
Creed,7.413,False,"Action, Drama","English, Spanish"
Hot Fuzz,7.554,False,"Crime, Action, Comedy",English
The Kissing Booth,7.229,False,"Romance, Comedy",English
Don't Breathe,7.009,False,"Thriller, Horror",English
Ted 2,6.286,False,"Comedy, Fantasy",English
The Butterfly Effect,7.56,False,"Science Fiction, Thriller",English
Hereditary,7.274,False,"Horror, Mystery, Thriller",English
Snow White and the Seven Dwarfs,7.116,False,"Fantasy, Animation, Family",English
Midnight in Paris,7.535,False,"Fantasy, Comedy, Romance","English, French, German, Spanish"
Hercules,7.501,False,"Animation, Family, Fantasy, Adventure, Comedy, Romance","English, Spanish, Greek"
American Hustle,6.848,False,"Drama, Crime",English
Life,6.423,False,"Horror, Science Fiction, Mystery, Thriller","English, Japanese, Vietnamese"
Green Lantern,5.167,False,"Adventure, Action, Thriller, Science Fiction",English
2 Fast 2 Furious,6.483,False,"Action, Crime, Thriller","English, Spanish"
Sausage Party,5.734,False,"Adventure, Animation, Comedy, Fantasy",English
Us,6.97,False,"Horror, Thriller, Mystery",English
Hugo,7.171,False,"Adventure, Drama, Family",English
Grease,7.394,False,"Romance, Comedy",English
Dark Shadows,6.044,False,"Comedy, Fantasy",English
Shrek Forever After,6.351,False,"Comedy, Adventure, Fantasy, Animation, Family",English
The Super Mario Bros. Movie,7.775,False,"Animation, Family, Adventure, Fantasy, Comedy",English
The Mummy,5.507,False,"Fantasy, Thriller, Action, Adventure, Horror","Arabic, English"
Juno,7.048,False,"Comedy, Drama, Romance",English
Lost in Translation,7.392,False,"Drama, Romance","Japanese, English"
Ocean's Twelve,6.564,False,"Thriller, Crime","French, Italian, Dutch, Mandarin, English"
City of God,8.429,False,"Drama, Crime",Portuguese
Big Fish,7.761,False,"Adventure, Fantasy, Drama",English
50 First Dates,6.844,False,"Comedy, Romance",English
Fast & Furious,6.68,False,"Action, Crime, Drama, Thriller","English, Spanish"
Train to Busan,7.8,False,"Horror, Thriller, Action, Adventure",Korean
8 Mile,7.124,False,"Drama, Music",English
How the Grinch Stole Christmas,6.741,False,"Family, Comedy, Fantasy",English
Sully,7.177,False,"Drama, History",English
The Boss Baby,6.451,False,"Animation, Comedy, Family",English
Cinderella,6.798,False,"Romance, Fantasy, Family, Drama",English
F9,7.139,False,"Action, Adventure, Crime","English, French, German, Spanish"
Cloud Atlas,6.884,False,"Drama, Science Fiction",English
TRON: Legacy,6.459,False,"Adventure, Action, Science Fiction",English
Moonlight,7.392,False,Drama,English
Superbad,7.229,False,Comedy,English
Fast & Furious Presents: Hobbs & Shaw,6.867,False,"Action, Adventure, Comedy","English, Russian, Samoan"
The Croods,6.913,False,"Animation, Adventure, Family, Fantasy, Comedy, Action",English
Rush,7.708,False,"Drama, Action","English, German, Italian, French"
Jurassic Park III,6.126,False,"Adventure, Action, Thriller, Science Fiction","English, Spanish"
Tomorrowland,6.257,False,"Adventure, Family, Mystery, Science Fiction",English
Neighbors,6.178,False,Comedy,English
Wanted,6.508,False,"Action, Thriller, Crime",English
Despicable Me 3,6.451,False,"Action, Animation, Comedy, Family, Adventure",English
Nerve,7.045,False,"Mystery, Adventure, Crime",English
Heat,7.903,False,"Action, Crime, Drama","English, Spanish"
The Boy in the Striped Pyjamas,7.849,False,"War, Drama, History",English
Rampage,6.451,False,"Action, Adventure, Science Fiction","English, Spanish"
Cloverfield,6.672,False,"Action, Thriller, Science Fiction","Russian, English"
Constantine,7.063,False,"Fantasy, Action, Horror","English, Latin, Spanish, Tagalog"
Click,6.3,False,"Comedy, Drama, Fantasy","English, Portuguese, Japanese"
Thor: Love and Thunder,6.517,False,"Fantasy, Action, Comedy",English
Little Miss Sunshine,7.677,False,"Comedy, Drama",English
Children of Men,7.605,False,"Drama, Action, Thriller, Science Fiction",English
Jack Reacher,6.607,False,"Crime, Drama, Thriller, Action",English
Easy A,6.811,False,Comedy,English
Marriage Story,7.753,False,Drama,English
The Mummy Returns,6.358,False,"Adventure, Action, Fantasy","English, Arabic"
The Girl with the Dragon Tattoo,7.361,False,"Thriller, Crime, Mystery","English, French"
Brokeback Mountain,7.799,False,"Drama, Romance",English
Captain Phillips,7.552,False,"Action, Drama, Thriller","English, Somali"
Bridge of Spies,7.222,False,"Thriller, Drama","Russian, English, German"
Night at the Museum: Battle of the Smithsonian,6.1,False,"Adventure, Fantasy, Action, Comedy, Family",English
The Witch,6.927,False,"Drama, Fantasy, Horror, Mystery",English
Puss in Boots: The Last Wish,8.266,False,"Animation, Family, Fantasy, Adventure, Comedy, Action","English, Spanish"
Hellboy,6.665,False,"Fantasy, Action","Russian, English"
Teenage Mutant Ninja Turtles,5.901,False,"Science Fiction, Action, Adventure, Comedy",English
Madagascar: Escape 2 Africa,6.488,False,"Family, Adventure, Animation, Comedy","English, Italian"
Kung Fu Panda 2,6.968,False,"Animation, Family",English
Seven Pounds,7.613,False,Drama,"English, Spanish"
Jupiter Ascending,5.433,False,"Science Fiction, Fantasy, Action","English, Russian"
Angels & Demons,6.697,False,"Thriller, Mystery","English, Italian, Latin, French, German, Mandarin"
Scary Movie,6.336,False,Comedy,English
Warcraft,6.364,False,"Action, Adventure, Fantasy",English
Yes Man,6.66,False,"Comedy, Romance","Estonian, English, Korean"
Prince of Persia: The Sands of Time,6.261,False,"Adventure, Fantasy, Action",English
Hansel & Gretel: Witch Hunters,6.029,False,"Fantasy, Horror, Action",English
Pokémon Detective Pikachu,6.953,False,"Action, Adventure, Fantasy",English
The Platform,6.986,False,"Drama, Science Fiction, Thriller",Spanish
Insidious,6.947,False,"Horror, Thriller",English
The Last Samurai,7.574,False,"Drama, Action, War","English, Japanese"
Megamind,6.963,False,"Animation, Action, Comedy, Family, Science Fiction",English
The Expendables 2,6.323,False,"Action, Adventure, Thriller",English
RED,6.685,False,"Action, Adventure, Comedy, Crime, Thriller","English, Russian"
Mulan,6.906,False,"Adventure, Fantasy, Drama, Action",English
Raya and the Last Dragon,7.9,False,"Animation, Family, Fantasy, Action, Adventure",English
mother!,7.0,False,"Drama, Thriller, Horror",English
Cinderella,7.037,False,"Family, Fantasy, Animation, Romance",English
Tarzan,7.402,False,"Family, Adventure, Animation, Drama",English
